Ganhou,TimePlayed,EyesCount,LaCount,Label
1,183.5,2,3,1
0,128.2,0,0,1
1,141.2,4,4,1
0,187.6,9,4,0
0,67.8,9,5,0
0,10.7,7,5,0
0,116.9,8,5,1
1,9.7,4,4,1
1,240.2,7,5,0
0,208.7,9,3,0
0,46.5,0,1,1
0,177.2,7,4,0
0,119.2,9,5,0
0,66.8,8,4,0
1,61.2,5,1,1
0,228.7,5,4,0
0,212.6,9,5,0
1,191.2,7,0,1
0,18.4,4,1,1
0,139.2,0,2,1
1,28.5,8,5,0
1,194.7,5,5,0
0,133.6,9,3,0
1,6.1,10,4,0
0,168.6,10,4,0
1,188.0,5,4,0
0,84.0,10,4,0
1,166.3,10,3,0
0,60.1,6,5,0
0,35.3,6,0,1
1,172.6,4,2,1
1,221.7,1,5,1
1,163.1,4,1,1
1,68.2,8,4,1
1,22.0,1,4,1
1,236.8,6,3,1
0,66.7,8,5,0
1,55.4,1,5,1
1,184.6,9,0,1
0,122.1,9,5,0
1,27.0,6,3,0
0,64.3,8,0,1
0,49.9,10,3,0
1,12.7,1,3,1
1,181.1,9,1,1
0,9.4,7,4,0
0,124.0,5,5,1
0,196.8,4,1,1
1,99.9,8,3,0
0,201.9,9,3,0
1,58.7,2,4,1
1,128.0,9,4,0
1,246.6,10,4,0
1,136.3,3,4,1
0,105.6,7,4,0
0,199.0,8,5,0
1,3.6,4,4,1
0,202.3,5,4,0
0,238.5,8,5,0
0,90.0,8,3,0
1,240.1,5,0,1
1,244.4,9,4,1
1,2.8,8,2,1
0,63.7,10,4,0
0,180.7,10,5,0
0,147.5,5,3,0
1,163.3,10,3,0
1,242.7,6,3,0
1,116.1,10,3,1
1,156.0,8,4,0
1,42.9,3,5,1
1,174.0,0,0,1
1,201.5,3,0,1
1,66.2,1,0,1
1,201.1,5,0,1
0,222.4,9,4,0
1,226.2,6,5,1
0,11.4,9,5,0
1,93.7,10,4,1
1,6.0,0,3,1
0,113.5,8,3,0
0,46.3,9,3,0
0,67.2,6,5,1
1,69.2,0,1,1
1,59.2,10,3,0
0,134.5,3,3,1
0,106.4,10,4,0
1,132.9,8,5,0
1,190.9,8,0,1
1,55.2,1,2,1
1,158.6,5,1,1
0,184.8,8,4,0
0,43.9,2,4,1
1,33.5,4,1,1
1,38.4,8,2,1
1,23.5,4,2,1
0,167.8,10,5,0
0,90.9,9,4,0
1,65.9,3,0,1
1,5.6,5,1,1
0,87.5,10,5,0
0,170.1,5,5,0
1,93.9,9,4,0
1,222.1,0,1,1
0,96.6,7,5,0
1,190.9,10,4,0
1,131.7,8,5,1
1,99.6,10,0,1
0,128.5,5,4,0
1,143.0,5,2,1
0,194.8,8,5,0
1,112.0,10,3,0
1,207.0,6,2,1
1,62.2,7,5,0
1,128.2,1,1,1
0,133.8,7,4,0
0,95.1,5,4,0
1,207.6,6,3,1
1,159.1,5,5,1
1,101.4,3,1,1
1,149.5,9,5,0
0,46.2,10,3,0
1,42.1,4,0,1
1,80.0,4,5,1
1,75.2,1,4,1
0,158.5,9,5,0
0,75.3,8,5,0
0,109.5,8,5,0
0,142.0,8,4,0
1,193.4,10,0,1
0,12.8,10,5,0
0,135.8,9,5,0
1,201.8,10,3,0
1,8.5,6,5,1
1,188.6,9,5,1
1,101.2,6,4,0
1,199.1,10,5,0
0,234.3,10,4,1
1,24.0,10,1,1
1,91.9,4,4,1
0,193.8,7,5,0
1,132.6,10,3,0
1,248.0,5,1,1
1,163.3,2,1,1
0,88.8,4,0,1
1,140.9,8,0,1
1,134.9,2,4,1
1,138.8,2,2,1
0,122.5,9,3,0
1,119.7,10,4,0
1,126.7,5,5,0
1,36.1,9,3,0
0,216.2,7,5,0
1,236.1,2,5,1
1,21.8,5,3,1
0,44.2,5,5,0
1,189.3,7,3,0
1,175.2,7,5,0
1,6.4,9,2,1
0,213.8,6,3,0
0,48.0,8,4,0
1,134.5,0,1,1
0,94.6,8,3,0
1,153.6,9,4,0
1,0.5,3,2,1
0,218.4,10,5,0
0,219.6,6,1,1
0,152.4,6,5,0
1,123.6,9,4,0
0,241.9,4,0,1
1,121.8,1,0,1
0,110.1,10,0,1
0,8.5,9,3,0
1,32.4,6,0,1
0,6.5,10,5,0
1,201.7,9,4,0
0,193.1,9,4,0
1,163.1,0,2,1
0,4.6,3,3,1
0,238.0,9,5,0
0,172.9,9,3,0
0,147.0,10,4,0
0,202.0,2,5,1
1,43.2,6,4,0
0,247.7,8,4,0
1,116.4,8,2,1
0,164.6,8,4,0
1,211.7,0,3,1
0,3.2,6,5,1
0,181.7,4,5,1
1,218.2,2,3,1
0,150.9,7,3,0
0,179.2,9,5,0
0,197.2,0,4,1
0,152.2,6,0,1
0,206.9,1,5,1
1,133.1,5,1,1
0,135.8,2,5,1
1,212.9,10,5,0
0,11.5,1,0,1
1,202.8,9,4,0
0,119.7,5,5,0
0,107.3,8,5,1
1,199.3,4,1,1
1,213.5,9,4,1
1,47.3,7,5,1
1,230.2,10,4,0
0,182.9,9,4,0
1,185.5,7,2,1
1,187.4,6,2,1
1,80.6,5,0,1
1,166.5,4,3,1
0,35.1,9,5,0
1,135.4,7,2,1
1,186.0,6,3,0
0,77.4,10,3,0
1,247.3,10,5,0
1,199.6,9,3,0
1,16.3,1,1,1
1,156.8,1,2,1
0,52.5,7,3,0
1,111.3,0,0,1
0,237.8,8,5,0
1,202.8,4,3,1
0,215.9,5,4,0
1,193.2,6,4,0
1,87.2,10,5,0
0,187.4,7,4,0
1,226.4,4,0,1
0,49.3,8,4,0
0,205.5,9,5,0
1,219.6,8,3,1
0,157.5,8,0,1
0,203.9,1,0,1
0,215.9,8,3,0
1,122.8,1,5,1
1,182.4,8,2,1
0,2.7,5,5,0
1,141.1,9,5,0
0,103.3,6,5,0
1,247.8,10,5,0
1,196.3,6,0,1
0,226.2,8,5,0
0,129.5,10,3,0
0,219.1,9,4,0
1,8.3,2,4,1
0,106.2,10,3,0
0,235.4,10,5,0
1,248.2,5,4,1
1,4.6,1,5,1
0,186.2,10,4,0
1,138.1,1,1,1
1,248.2,4,0,1
1,155.7,10,3,0
1,126.8,9,2,1
1,31.2,9,1,1
0,192.5,6,5,0
1,6.0,8,2,1
1,202.2,10,5,1
0,242.9,8,5,0
1,245.3,9,4,1
0,152.5,9,4,0
1,89.4,10,4,0
0,54.5,4,5,1
1,126.0,10,5,0
0,106.2,8,4,0
0,85.0,5,4,0
1,249.4,0,4,1
1,70.3,9,4,0
0,192.6,8,5,0
0,246.1,8,5,0
1,233.4,4,2,1
1,4.8,9,5,0
1,192.5,1,0,1
1,244.0,0,2,1
0,182.7,5,0,1
0,36.0,4,1,1
1,89.7,6,4,0
0,28.3,9,4,0
1,101.1,8,4,0
1,47.1,8,3,0
0,210.1,6,1,1
1,82.9,0,1,1
1,65.7,7,3,0
1,163.8,7,4,1
0,178.8,10,0,1
1,208.0,5,5,0
0,132.8,10,3,0
1,87.7,8,0,1
1,49.2,2,4,1
0,61.7,6,3,1
0,27.4,9,3,0
1,107.4,10,2,1
1,149.0,10,5,1
0,218.4,9,4,0
0,61.9,9,5,0
0,234.7,2,4,1
0,242.8,6,2,1
0,79.9,5,4,0
1,228.6,5,3,1
1,146.7,1,2,1
1,14.6,1,4,1
1,27.4,8,3,1
0,19.1,10,3,0
0,119.6,10,4,0
1,199.3,9,3,1
1,226.3,5,0,1
1,114.5,10,4,0
1,11.0,6,2,1
1,86.9,7,5,0
0,211.3,10,4,0
0,5.6,7,4,0
0,119.6,9,5,0
1,185.1,2,1,1
0,89.2,9,4,0
0,7.1,9,3,0
1,36.9,7,5,0
0,87.9,8,4,0
1,140.6,3,1,1
1,177.3,2,0,1
1,205.5,7,5,0
1,126.2,5,3,0
0,1.8,4,1,1
0,8.0,0,1,1
0,86.4,9,3,0
1,87.1,0,3,1
1,121.2,1,1,1
0,35.0,10,3,0
0,173.1,10,5,0
0,132.2,8,5,0
1,86.9,0,0,1
1,205.5,7,2,1
0,151.0,10,5,1
0,44.5,6,3,0
1,200.4,0,0,1
0,130.3,10,1,1
1,193.5,5,1,1
0,60.7,9,3,0
0,187.6,8,3,0
0,187.1,5,3,0
0,68.3,6,4,1
0,153.8,8,2,1
0,213.8,2,5,1
0,54.4,7,3,0
0,55.8,10,3,0
0,190.8,5,3,0
1,29.9,6,2,1
1,24.9,6,2,1
0,9.1,10,5,0
0,127.4,7,5,0
0,241.3,8,3,0
1,52.0,9,5,0
0,143.4,10,5,0
1,224.5,0,5,1
0,223.1,10,5,1
1,89.0,5,3,1
0,220.0,1,4,1
1,128.9,8,3,0
1,46.3,10,5,0
1,32.5,5,4,0
0,44.1,8,5,0
0,84.7,2,5,1
0,136.4,8,5,0
1,139.5,4,5,1
0,45.2,8,5,0
0,194.8,7,4,0
1,23.3,3,5,1
1,122.1,10,5,0
1,218.1,10,5,0
0,163.3,9,5,0
1,50.3,9,5,0
0,2.9,10,4,0
0,6.7,1,5,1
0,116.0,7,5,0
0,212.1,4,2,1
1,45.1,10,5,0
1,26.5,7,2,1
1,182.2,6,3,0
1,7.6,7,0,1
0,199.7,9,0,1
0,216.5,10,5,0
0,168.7,1,0,1
1,50.7,10,4,0
0,52.7,5,5,0
0,149.1,9,3,0
0,22.3,7,3,0
0,14.7,10,3,0
0,45.5,10,5,0
0,90.2,5,3,0
0,227.6,8,5,1
1,117.5,5,5,0
1,241.4,0,4,1
0,35.2,7,4,0
0,231.1,10,3,0
0,110.2,0,0,1
1,75.5,0,2,1
1,181.3,9,0,1
1,106.2,8,5,1
0,219.8,10,3,1
1,206.9,10,1,1
1,70.1,3,5,1
1,219.1,0,2,1
1,181.0,9,3,0
1,91.4,7,5,0
0,236.8,8,5,0
1,79.4,5,3,1
1,158.1,6,1,1
0,140.8,9,4,0
0,174.4,10,4,0
0,98.6,7,4,0
1,217.1,5,4,1
0,178.8,8,4,0
1,164.3,7,3,1
1,158.0,6,5,1
1,158.9,9,4,0
0,64.3,7,4,0
0,6.8,6,4,0
0,205.9,8,4,1
1,6.0,4,3,1
0,244.3,10,3,0
0,5.5,7,5,0
1,92.4,2,0,1
1,242.6,4,4,1
1,246.1,10,4,0
1,73.2,9,5,1
1,174.1,6,0,1
0,89.7,1,4,1
1,24.3,2,5,1
0,27.4,9,5,0
0,81.3,5,2,1
0,180.8,6,5,0
1,31.1,10,2,1
0,221.1,10,5,0
1,242.8,5,5,1
0,148.6,10,5,0
1,107.3,5,2,1
1,1.1,7,5,1
0,173.6,7,5,0
1,11.5,4,0,1
1,23.6,8,1,1
1,71.9,7,0,1
1,118.5,9,3,1
1,123.2,10,3,0
0,227.0,4,5,1
1,159.1,10,3,1
0,60.8,10,5,0
1,116.5,9,3,0
0,132.6,7,5,0
0,145.4,5,3,0
0,8.9,5,4,0
1,12.5,8,4,1
0,112.2,9,0,1
0,95.0,10,3,1
0,27.1,9,3,0
1,163.6,5,4,1
0,66.8,6,3,0
0,187.3,7,5,0
0,66.4,5,3,0
0,194.5,5,0,1
0,42.4,4,4,1
0,146.3,6,5,0
1,95.8,8,5,1
1,117.0,2,3,1
0,58.8,6,3,0
0,218.5,8,4,0
1,203.8,4,3,1
1,137.5,8,0,1
0,3.2,10,4,0
1,47.0,6,3,1
1,175.6,8,3,0
0,42.1,9,5,0
1,116.9,10,4,0
0,148.2,8,4,1
1,247.4,4,0,1
0,79.2,5,2,1
1,29.1,10,4,0
1,81.1,5,3,0
1,30.7,2,1,1
0,105.5,10,3,0
1,34.6,0,5,1
1,67.4,9,2,1
0,47.3,8,3,0
0,153.1,2,0,1
0,84.7,8,5,0
1,19.0,8,2,1
0,24.8,8,4,0
0,80.8,3,2,1
0,33.7,10,4,0
1,10.8,9,0,1
1,62.9,4,5,1
0,123.1,9,4,0
0,233.8,1,0,1
1,82.7,10,4,0
1,159.8,5,5,0
0,237.2,9,5,1
1,4.8,8,2,1
0,50.7,9,4,0
1,45.0,3,1,1
0,171.3,5,3,0
1,41.1,10,4,0
0,203.9,5,5,0
1,234.6,5,4,0
0,61.4,9,4,0
1,22.4,9,4,1
1,100.6,5,4,0
0,46.4,7,5,0
1,138.5,6,4,1
0,35.3,1,2,1
0,243.7,7,4,0
0,108.9,4,3,1
1,56.5,5,4,0
0,226.1,5,5,0
0,45.0,9,5,0
0,122.1,6,5,0
1,35.6,9,5,1
1,239.1,7,0,1
1,232.1,7,1,1
0,233.4,5,5,0
0,83.4,9,5,0
1,96.0,4,2,1
1,133.6,7,5,1
1,247.5,9,1,1
1,134.9,9,3,1
1,89.7,1,0,1
0,137.0,9,3,0
0,95.5,8,3,0
1,225.6,10,4,0
1,15.5,7,5,0
0,83.5,10,5,0
1,213.3,9,5,1
1,56.6,3,5,1
0,11.6,8,4,0
0,86.7,10,0,1
0,217.4,3,5,1
0,185.7,8,5,0
0,197.8,7,5,0
1,27.1,9,0,1
0,226.7,0,5,1
1,81.3,10,5,0
0,38.4,10,1,1
1,160.6,8,4,0
1,2.3,10,4,1
1,126.9,9,5,0
0,191.4,10,4,0
1,86.8,4,2,1
1,18.3,9,5,0
0,182.2,9,3,0
0,104.1,8,4,0
0,119.0,5,5,1
0,139.5,5,1,1
0,53.9,3,3,1
1,154.1,3,3,1
1,198.1,4,4,1
1,7.3,9,5,1
1,223.9,9,5,0
0,104.2,7,5,0
0,96.9,10,5,0
1,130.5,9,5,0
0,223.4,9,5,0
1,227.7,1,2,1
1,219.5,7,4,1
0,158.8,3,4,1
1,101.4,3,3,1
1,138.1,1,4,1
1,64.6,10,0,1
0,92.4,8,5,0
0,213.4,7,5,0
0,23.7,6,5,0
1,19.2,8,2,1
0,13.9,6,3,0
1,203.7,3,3,1
0,141.1,6,1,1
1,35.3,6,0,1
1,150.5,7,2,1
0,184.9,9,3,0
1,189.5,8,0,1
0,199.0,6,4,0
1,89.8,6,2,1
0,174.6,9,3,0
1,127.9,5,2,1
0,96.4,5,4,0
0,234.1,3,5,1
1,119.0,9,0,1
0,191.0,10,2,1
1,122.0,5,5,1
1,3.4,4,0,1
1,62.6,0,2,1
0,170.1,10,3,0
1,178.4,9,3,1
1,75.2,7,4,0
0,183.9,10,5,1
0,37.5,0,5,1
0,71.5,9,4,0
1,80.8,5,5,1
1,177.3,6,3,1
1,177.1,8,4,0
1,180.3,3,4,1
1,199.9,6,5,1
0,102.6,6,1,1
1,79.5,8,3,0
0,17.5,6,3,0
1,246.0,10,5,0
0,224.1,2,4,1
1,13.3,0,1,1
1,226.0,10,5,1
0,15.0,10,5,0
0,76.5,8,4,0
0,248.5,7,3,0
1,102.0,10,4,0
0,38.4,7,4,0
0,220.7,6,0,1
1,79.2,2,3,1
1,5.6,6,3,1
0,234.6,6,1,1
1,245.5,3,1,1
1,227.0,10,5,1
1,57.3,2,1,1
1,93.6,9,4,0
1,218.5,10,5,0
0,129.6,5,4,0
1,97.0,10,4,0
0,133.0,8,5,0
0,26.0,10,5,0
0,154.3,8,5,0
0,219.0,6,4,0
0,50.6,9,5,0
1,50.0,10,4,0
1,176.8,8,3,1
1,41.7,3,4,1
1,169.3,6,4,0
1,160.8,0,3,1
1,144.7,8,3,0
1,41.7,6,3,1
0,238.0,10,3,0
0,233.8,10,0,1
1,53.7,1,1,1
1,91.8,10,5,0
0,145.5,7,5,0
0,141.6,6,5,0
0,20.0,1,0,1
1,34.3,7,4,1
1,88.1,10,4,0
1,202.8,9,1,1
0,233.0,2,3,1
1,234.2,1,1,1
1,74.5,8,2,1
0,40.9,8,2,1
0,206.5,4,2,1
1,187.3,6,5,0
0,104.0,7,4,0
1,145.0,9,3,0
1,240.1,5,1,1
1,58.0,9,4,0
1,71.5,4,4,1
1,138.6,0,4,1
1,83.5,6,4,1
0,63.8,8,5,0
0,243.5,6,5,1
1,170.8,4,0,1
1,247.6,2,2,1
0,114.8,10,4,0
0,79.4,8,3,0
0,117.9,2,5,1
0,68.9,6,5,0
0,158.7,5,3,0
0,166.4,7,4,0
0,191.7,6,5,0
0,101.3,6,1,1
0,76.5,10,3,0
0,59.0,6,5,0
1,73.0,6,5,0
1,107.3,7,4,1
1,248.3,10,4,0
0,172.2,8,5,0
0,246.4,0,0,1
0,211.3,10,3,0
0,245.9,1,2,1
0,104.1,10,5,0
1,160.6,8,5,1
1,78.6,6,3,1
1,18.2,9,4,1
1,83.3,9,4,1
0,122.1,4,2,1
0,1.9,8,4,1
0,235.5,10,4,0
1,245.5,1,1,1
1,184.7,10,5,0
0,41.0,10,4,0
1,185.4,8,0,1
0,222.5,10,5,0
0,118.7,6,4,0
0,58.6,7,3,0
1,188.3,7,2,1
0,152.7,8,4,0
1,11.1,9,3,1
1,222.8,9,4,0
0,172.7,10,3,0
0,56.6,9,3,0
1,68.1,10,3,0
0,44.5,7,0,1
0,86.0,8,5,0
1,133.6,9,1,1
0,149.4,10,2,1
0,150.0,5,3,0
1,21.3,7,3,0
0,61.1,8,3,0
1,217.2,7,3,1
0,87.0,8,5,0
0,222.5,8,4,0
1,68.5,6,4,1
0,124.4,10,5,0
1,55.1,10,5,0
1,143.2,10,3,1
0,124.4,7,4,0
0,0.1,10,5,0
0,167.6,7,4,0
0,46.2,9,5,0
1,191.4,6,5,1
0,56.4,8,4,1
1,218.3,6,3,1
1,89.2,10,1,1
1,25.1,1,5,1
1,121.2,8,2,1
0,72.6,9,4,0
0,16.3,9,3,0
1,125.6,8,1,1
1,75.4,4,0,1
1,61.0,3,1,1
0,170.1,7,3,0
0,119.8,8,5,0
1,54.9,9,4,0
1,223.2,10,3,0
1,247.4,7,5,0
1,163.3,2,3,1
0,68.9,7,4,0
0,20.2,0,2,1
1,166.4,7,5,0
0,178.8,3,1,1
0,188.5,8,5,0
0,16.5,6,4,0
0,191.7,10,4,0
1,162.6,8,4,1
1,67.5,5,4,1
0,104.5,10,1,1
0,199.1,6,5,0
0,73.4,10,5,0
1,63.6,10,3,1
0,206.6,8,5,0
1,187.2,10,4,0
1,88.7,8,5,0
1,165.5,0,2,1
0,131.0,2,5,1
0,241.2,8,3,0
1,72.5,1,1,1
1,25.2,7,2,1
0,193.0,8,5,0
1,162.3,1,2,1
1,178.0,0,3,1
0,109.7,10,3,0
1,40.1,10,0,1
0,167.9,8,3,0
1,194.1,8,5,0
1,68.1,10,3,0
1,76.5,10,5,0
0,121.3,4,4,1
1,55.7,9,5,0
0,107.3,10,4,0
1,33.8,8,5,1
1,59.7,0,4,1
1,160.5,7,3,1
1,84.3,0,3,1
0,112.7,9,5,0
0,130.1,10,4,0
0,84.8,8,3,1
1,152.0,7,1,1
1,109.4,10,2,1
0,32.2,7,3,0
1,53.3,8,3,1
0,231.4,9,5,0
0,203.7,9,3,0
0,104.2,8,5,0
0,85.3,7,4,0
0,221.2,9,5,0
0,192.0,9,4,0
1,184.0,5,3,1
0,90.4,5,4,0
0,237.5,10,3,0
1,105.0,3,4,1
0,222.8,6,5,0
0,220.8,8,3,0
0,91.7,5,5,0
0,23.2,5,0,1
1,73.5,3,3,1
1,0.6,9,4,1
0,52.3,9,5,0
0,242.5,7,5,0
1,187.5,3,1,1
1,69.1,0,0,1
1,142.1,1,2,1
0,101.3,10,5,0
1,75.2,6,4,1
0,65.4,10,3,0
1,136.0,9,5,0
1,246.5,6,2,1
0,171.7,2,3,1
0,114.1,9,5,0
1,39.8,10,5,0
1,10.9,3,5,1
0,28.2,7,5,0
0,155.8,5,5,0
0,40.3,9,4,0
1,127.7,10,3,1
1,109.4,8,3,0
0,197.0,10,5,0
1,85.7,3,3,1
1,115.5,5,5,1
0,242.1,9,5,0
0,24.1,10,4,0
1,145.1,5,4,1
0,187.1,10,5,1
0,63.2,9,5,0
0,60.8,9,5,0
0,194.5,10,4,0
1,249.7,7,5,0
0,36.7,10,5,0
0,21.2,10,5,0
1,213.4,8,5,0
0,178.2,9,5,0
1,179.2,9,1,1
1,178.3,5,5,1
0,22.6,10,3,0
1,73.9,4,2,1
0,168.7,10,5,0
0,131.6,4,1,1
0,64.5,5,5,0
0,83.9,9,5,0
0,212.5,9,4,0
1,79.0,5,3,0
1,11.5,7,4,1
0,64.0,5,1,1
0,174.5,7,5,0
1,213.9,10,3,1
1,106.6,4,1,1
1,144.4,6,4,1
1,194.6,9,3,1
1,145.5,10,1,1
1,10.8,9,5,0
1,144.8,2,3,1
1,248.3,5,5,0
1,82.8,6,4,0
1,205.3,9,4,0
1,28.3,7,5,1
0,116.8,4,5,1
0,243.7,2,5,1
1,184.5,9,4,0
0,32.7,9,5,0
0,215.0,9,4,0
0,68.9,9,5,0
1,197.2,2,3,1
1,223.2,8,1,1
1,194.3,7,5,0
0,172.9,1,4,1
0,49.7,6,5,0
1,240.2,2,4,1
0,192.4,9,4,0
0,58.4,6,4,0
1,149.2,3,4,1
0,135.4,1,2,1
0,35.8,9,5,0
0,37.8,6,4,0
0,110.1,10,4,0
1,73.9,1,0,1
1,197.1,5,5,0
1,127.0,6,4,1
0,49.2,6,3,0
1,189.4,2,4,1
1,3.3,5,5,0
0,12.9,10,5,0
1,179.2,9,3,0
1,33.1,0,3,1
1,55.7,3,2,1
1,232.2,8,4,0
0,105.7,7,5,0
1,170.8,9,5,0
1,26.6,0,3,1
1,121.8,0,3,1
1,242.5,3,3,1
0,208.6,7,4,0
0,177.3,5,5,0
1,101.7,9,5,0
0,107.6,6,3,0
1,30.2,7,3,1
0,169.6,2,0,1
1,115.8,7,5,0
1,217.5,9,3,1
1,207.0,10,4,0
1,199.7,6,4,1
0,95.5,9,4,0
0,197.0,6,3,0
0,58.7,9,5,0
1,206.5,5,5,0
1,229.3,8,2,1
1,189.5,3,1,1
0,127.9,10,5,1
0,247.2,8,3,0
1,88.6,10,5,0
1,179.6,5,2,1
0,211.5,9,4,0
1,198.0,10,4,0
0,23.9,6,4,0
0,2.6,9,3,0
1,74.1,9,4,0
1,146.5,7,3,1
0,114.6,6,5,0
0,230.0,2,1,1
1,190.4,9,5,1
1,103.0,10,5,1
1,158.9,7,3,0
1,115.3,9,5,0
1,3.5,7,3,1
0,160.7,10,5,0
1,33.1,10,5,0
1,214.9,6,0,1
1,77.0,2,0,1
1,183.5,3,4,1
0,91.5,9,4,0
0,18.4,9,4,0
0,180.3,8,4,1
1,208.9,3,5,1
1,96.8,9,5,0
0,160.4,8,3,1
0,192.2,9,3,0
1,133.3,1,2,1
1,143.0,1,5,1
0,178.3,4,4,1
1,160.3,5,4,0
0,172.8,10,5,0
0,242.9,7,5,0
0,90.8,5,5,0
0,209.2,10,2,1
1,112.3,5,2,1
0,199.0,10,4,0
0,47.4,8,4,0
0,169.7,4,0,1
0,147.1,10,5,0
1,24.1,4,4,1
1,134.8,8,3,0
1,97.8,9,3,0
0,205.2,8,5,0
1,194.2,7,0,1
0,47.1,10,5,0
0,150.3,10,5,0
1,175.0,1,0,1
0,167.6,7,4,0
0,211.3,6,4,0
1,32.9,6,1,1
1,207.7,6,2,1
1,181.3,7,3,1
1,113.5,9,4,1
1,115.3,1,0,1
0,246.5,8,5,0
0,90.3,5,3,1
1,70.9,5,2,1
0,155.8,7,5,0
0,52.4,0,4,1
1,113.6,6,0,1
1,30.3,10,5,1
0,132.7,10,3,0
0,46.9,10,4,0
1,71.9,3,0,1
0,124.0,9,4,0
0,141.3,3,2,1
1,247.0,5,0,1
1,143.3,3,2,1
1,164.5,8,3,1
1,145.6,8,4,1
1,138.6,3,5,1
0,185.4,9,5,0
1,211.1,4,3,1
0,154.1,10,5,0
0,44.2,7,5,0
0,13.8,8,5,0
1,58.7,6,3,1
0,166.8,6,5,0
1,115.9,2,0,1
1,124.4,5,1,1
0,54.4,10,5,0
1,231.0,6,3,0
1,150.7,7,0,1
0,245.1,7,1,1
0,152.1,9,5,0
1,153.1,4,2,1
1,87.1,8,5,0
0,35.6,5,4,0
1,22.7,10,0,1
0,88.8,4,4,1
1,149.0,9,5,0
1,100.2,1,0,1
1,138.0,3,2,1
1,85.0,10,2,1
0,223.3,6,5,0
1,34.7,4,3,1
0,187.3,10,5,1
1,17.5,2,2,1
1,87.0,8,4,0
0,179.7,7,4,0
0,218.6,8,5,1
1,135.8,4,1,1
1,83.6,5,5,1
1,133.0,3,4,1
0,206.8,1,4,1
1,176.2,5,1,1
1,88.6,2,5,1
1,224.9,9,1,1
0,12.2,1,2,1
1,191.9,5,1,1
0,169.2,7,3,0
1,162.9,7,4,0
1,41.4,9,3,0
1,37.6,8,4,0
0,14.6,8,4,0
0,180.0,10,5,0
0,110.6,3,1,1
0,59.5,8,5,0
0,3.9,8,5,0
1,207.3,7,3,1
1,230.3,4,4,1
1,227.5,9,3,0
0,178.5,7,4,0
1,111.4,8,2,1
0,205.2,8,2,1
1,34.7,0,3,1
0,249.3,10,4,0
1,107.4,9,3,0
0,3.9,10,5,0
0,168.2,5,4,0
0,117.3,6,5,0
1,30.6,3,5,1
1,45.4,8,5,1
1,223.6,10,4,1
1,56.5,3,0,1
0,177.0,8,5,0
0,7.0,3,0,1
0,74.5,10,4,0
1,29.6,6,5,1
0,50.7,10,2,1
0,166.9,8,5,0
0,182.7,10,5,0
1,205.8,8,0,1
1,230.0,6,4,0
1,98.8,8,0,1
0,25.7,10,5,0
0,138.3,10,4,0
1,141.8,8,0,1
1,160.5,2,5,1
0,248.1,10,2,1
1,229.3,5,5,0
1,143.2,4,4,1
0,57.0,7,3,0
1,102.6,10,4,0
1,8.4,9,5,1
0,131.3,8,4,1
1,158.6,9,3,1
0,229.4,9,3,0
1,240.9,6,1,1
0,16.9,10,4,0
0,90.6,8,5,0
1,164.1,6,1,1
1,131.5,0,5,1
1,86.3,1,4,1
1,40.7,4,1,1
1,238.0,9,5,0
1,12.5,8,3,1
1,126.5,1,4,1
0,203.0,7,4,0
0,115.8,10,3,0
0,145.2,7,5,0
0,76.9,10,5,0
0,166.0,9,4,0
0,173.8,5,5,1
1,2.6,10,1,1
1,8.3,9,5,0
1,41.8,10,0,1
1,93.6,9,5,0
0,93.1,6,4,0
1,28.4,0,4,1
1,144.8,4,5,1
1,96.8,8,2,1
1,201.3,2,1,1
0,183.7,6,2,1
1,194.3,0,0,1
0,61.3,9,4,0
1,160.1,10,5,1
1,212.4,6,0,1
1,229.9,9,4,1
1,7.4,10,5,1
1,93.6,8,4,0
1,50.1,1,2,1
1,13.4,8,1,1
0,141.1,8,4,0
0,107.4,6,5,0
1,175.2,8,5,1
1,153.5,2,5,1
0,211.6,7,4,0
0,43.9,1,4,1
1,204.3,5,0,1
0,4.8,6,5,0
1,167.6,6,1,1
0,126.7,4,2,1
0,95.1,9,5,1
1,10.4,7,1,1
1,233.7,10,2,1
0,45.6,8,5,0
0,43.9,6,5,0
0,103.1,6,4,0
1,155.9,6,2,1
0,226.8,10,4,0
0,238.3,9,5,0
0,78.0,10,4,0
1,207.1,6,4,1
0,221.5,7,5,0
0,118.3,8,3,0
1,169.2,5,5,0
1,160.9,7,0,1
1,215.7,8,5,1
0,204.4,9,4,0
1,17.7,10,3,0
0,11.8,0,2,1
1,58.3,4,5,1
1,2.9,10,5,0
1,118.8,7,1,1
0,64.4,10,5,0
0,242.1,5,4,0
1,38.0,7,2,1
0,48.9,7,3,0
1,88.0,7,4,1
0,20.7,6,3,0
0,28.1,8,5,0
1,157.2,6,4,0
1,41.6,10,3,0
0,207.8,10,4,0
0,107.9,5,3,1
1,162.6,1,0,1
1,63.6,9,3,0
0,142.8,6,5,0
1,178.0,7,5,0
1,234.3,5,4,0
0,172.3,6,3,0
0,192.3,8,4,0
0,226.5,5,5,0
0,65.1,10,4,0
1,63.2,6,1,1
1,129.3,0,2,1
0,36.7,7,4,0
1,137.4,10,5,0
0,212.8,7,5,0
1,85.2,6,5,1
0,113.4,10,4,0
1,175.1,5,4,1
0,87.1,9,3,0
0,80.6,7,4,0
0,172.0,7,4,0
0,138.4,2,0,1
1,130.2,1,0,1
